name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Colombia UVI Cochidas,https://www.coffeereview.com/review/colombia-uvi-cochidas/,93,Peach Coffee Roasters,"St. Johns, Georgia","Huila Department, Colombia",Medium-Light,19.99,22-May,9,9,8,9,8,,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest.","The organization Unblended Ventola Institute (UVI) describes itself as an incubator for young coffee growers to become young coffee entrepreneurs. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.",A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.Explore Similar CoffeesClick here for more reviews from Peach Coffee RoastersClick here for more information about coffees from Colombia ,-34.3756997,138.9451403,2.8,-76.08333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-gaturiri/,93,Durango Coffee Company,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,19.95,24-Apr,9,9,8,9,8,,"Brightly sweet, rich-toned. Red currant, agave syrup, lemon verbena, dark chocolate, cedar in aroma and cup. Juicy, lively acidity; crisp, lightly satiny mouthfeel. Sweetly herbaceous finish supported by notes of dark chocolate and cedar.","Produced by smallholding members of the Barichu Cooperative Society, from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit durangocoffee.com or call 800-748-2275 for more information.","A classic Kenya cup that leads with notes of red currant and has undertones of sweet herbs, rich aromatic wood, and distinct dark chocolate.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company ",37.2769484,-107.8766,-1.16667,36.83333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-karinga-aa/,93,Durango Coffee Company,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,19.95,23-Feb,9,9,8,9,8,,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.","Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A classic Kenya cup with vibrant acidity and particularly vivid expressions of the black currant and cocoa notes often associated with this origin.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company ,37.2395367,-107.8215818,-1.16667,36.83333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-gaturiri-2/,93,Drink Coffee Do Stuff,"Truckee, California","Kiambu County, Kenya",Medium-Light,19.95,24-May,9,9,8,9,8,,"Richly sweet-savory. Red currant, hop flowers, lychee, toffee, cedar in aroma and cup. Gently bright, balanced acidity; crisp, satiny mouthfeel. Finish leads with notes of toffee and lychee, supported by cedar.","Produced by smallholding members of the Barichu Cooperative Society, from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Drink Coffee Do Stuff operates a roastery in Truckee, California, and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.","A recognizably Kenyan cup with its distinct currant notes — gets ballast from deep, sweet toffee and complicated by bittersweet hop flowers.Explore Similar CoffeesClick here for more reviews from Drink Coffee Do StuffClick here for more information about coffees from Kenya ",39.327962,-120.1832533,-1.16667,36.83333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-gaturiri/,93,Durango Coffee Company,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,19.95,24-Apr,9,9,8,9,8,,"Brightly sweet, rich-toned. Red currant, agave syrup, lemon verbena, dark chocolate, cedar in aroma and cup. Juicy, lively acidity; crisp, lightly satiny mouthfeel. Sweetly herbaceous finish supported by notes of dark chocolate and cedar.","Produced by smallholding members of the Barichu Cooperative Society, from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit durangocoffee.com or call 800-748-2275 for more information.","A classic Kenya cup that leads with notes of red currant and has undertones of sweet herbs, rich aromatic wood, and distinct dark chocolate.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company ",37.2769484,-107.8766,-1.16667,36.83333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-karinga-aa/,93,Durango Coffee Company,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,19.95,23-Feb,9,9,8,9,8,,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.","Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A classic Kenya cup with vibrant acidity and particularly vivid expressions of the black currant and cocoa notes often associated with this origin.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company ,37.2395367,-107.8215818,-1.16667,36.83333,Single Origin
Kenya Gaturiri,https://www.coffeereview.com/review/kenya-gaturiri-2/,93,Drink Coffee Do Stuff,"Truckee, California","Kiambu County, Kenya",Medium-Light,19.95,24-May,9,9,8,9,8,,"Richly sweet-savory. Red currant, hop flowers, lychee, toffee, cedar in aroma and cup. Gently bright, balanced acidity; crisp, satiny mouthfeel. Finish leads with notes of toffee and lychee, supported by cedar.","Produced by smallholding members of the Barichu Cooperative Society, from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Drink Coffee Do Stuff operates a roastery in Truckee, California, and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.","A recognizably Kenyan cup with its distinct currant notes — gets ballast from deep, sweet toffee and complicated by bittersweet hop flowers.Explore Similar CoffeesClick here for more reviews from Drink Coffee Do StuffClick here for more information about coffees from Kenya ",39.327962,-120.1832533,-1.16667,36.83333,Single Origin
Ethiopia Kayon Mountain Natural,https://www.coffeereview.com/review/ethiopia-kayon-mountain-natural-5/,93,Roadmap CoffeeWorks,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,19.95,21-Sep,9,8,9,9,8,,"Chocolaty, cleanly fruit-forward. Dark chocolate, blueberry, sandalwood, wisteria, lemongrass in aroma and cup. Sweet-tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly chocolaty finish with undertones of wisteria and sandalwood.","Produced by the Hassen family at their estate farm in the Guji Zone from distinctive landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A balanced, chocolaty, richly fruit-toned organic Ethiopia natural cup.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from EthiopiaVisit Roadmap CoffeeWorks ",37.7840208,-79.4428157,5.76454,38.912,Single Origin
Ethiopia Kayon Mountain Natural,https://www.coffeereview.com/review/ethiopia-kayon-mountain-natural-6/,92,Noble Coffee Roasting,"Ashland, Oregon","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,19.95,24-Aug,9,8,8,9,8,,"Crisply sweet, quietly confident. Dried plum, baking chocolate, hazelnut, brown sugar, lily in aroma and cup. Briskly sweet, citrusy acidity; velvety-smooth mouthfeel. Finish centers around notes of dried plum and baking chocolate.","Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Based in southern Oregon, Noble Coffee Roasting is a wholesale and retail roasting company focused on quality, social responsibility and environmental awareness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",An easygoing Ethiopia natural with notes of dried stone fruit and baking chocolate throughout the cup.Explore Similar CoffeesClick here for more reviews from Noble Coffee RoastingClick here for more information about coffees from Ethiopia ,42.1972487,-122.7153995,5.76454,38.912,Single Origin
Colombia El Vergel Guava Banana,https://www.coffeereview.com/review/colombia-el-vergel-guava-banana/,93,Oak & Bond Coffee Company,"Charlotte, North Carolina","Tolima, Colombia",Medium-Light,19.95,22-Dec,9,8,9,9,8,,"Tropical fruit-toned. Mango, lychee, lime, dark chocolate, oak in aroma and cup. Very sweet structure with brisk acidity; plush, syrupy mouthfeel. Fruity and chocolaty finish with aromatic wood notes.","Produced by Marta Bayter and her sons, Shady and Elias, of Vergel Estate from the Red and Yellow Caturra variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying, still in the whole fruit). Oak & Bond is a specialty retail and wholesale coffee roaster based in Charlotte, North Carolina. The company’s name combines “oak,” a reference to its first coffee, a barrel-aged release, and “bond,” referring to the founders’ happy marriage. For more information, visit www.oakandbondcoffee.com.",An exceptionally fruit-forward cup (think tropical melange) with undertones of dark chocolate throughout.Explore Similar CoffeesClick here for more reviews from Oak & Bond Coffee CompanyClick here for more information about coffees from Colombia ,35.2272086,-80.8430827,4.0355786,-75.2086642,Single Origin
Peru Walther Acuna,https://www.coffeereview.com/review/peru-walther-acuna/,91,Roadmap CoffeeWorks,"Lexington, Virginia","La Coipa, Cajamarca, Peru",Medium-Light,19.95,22-Aug,8,8,9,9,7,,"Crisply sweet, delicately aromatic. Fig Newton, magnolia, hazelnut, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; very full, satiny mouthfeel. The gently drying finish consolidates to notes of hazelnut and fir.","Produced by Walther Acuña from trees of the Bourbon, Caturra and Pache varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","An easygoing Peru cup, very sweet, with an especially plush mouthfeel.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from PeruVisit Roadmap CoffeeWorks ",37.7840208,-79.4428157,-5.3930466,-78.9061426,Single Origin
Colombia Huila Finca Villabetuila Anaerobic Honey,https://www.coffeereview.com/review/colombia-huila-finca-villabetuila-anaerobic-honey/,93,Branch Street Coffee Roasters,"Youngstown, Ohio","Huila Department, Colombia",Medium-Light,19.95,22-Jul,9,8,9,9,8,,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. ","Produced at Finca Villabetuila and processed by the anaerobic honey method (beans, with skin removed, are fermented in a hermetically sealed container before drying). Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio.  Visit www.branchstreetcoffee.com for more information. ","A berry-toned, richly chocolaty anaerobic honey cup from Colombia — almost dessert-like in its sweetness.Explore Similar CoffeesClick here for more reviews from Branch Street Coffee RoastersClick here for more information about coffees from Colombia ",41.1035786,-80.6520161,2.8,-76.08333,Single Origin
Costa Rica Anaerobic Cordillera de Fuego,https://www.coffeereview.com/review/costa-rica-anaerobic-cordillera-de-fuego/,93,RamsHead Coffee Roasters,"Bozeman, Montana","Tarrazu growing region, Costa Rica",Medium-Light,19.95,22-Apr,9,8,9,9,8,,"Deeply sweet-savory, spice-toned. Watermelon, sassafras, clove (and","Produced by Don Luis Campos of Cordillera del Fuego farm and processed by the “thermic” method, in which beans, with skins removed, are heated with some of the fruit flesh or mucilage still adhering to them. The exposure to heat starts to break down the natural sugars of the mucilage, partially caramelizing it. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A floral-toned anaerobic Costa Rica cup with warming spices — clove, cinnamon, nutmeg — throughout.Explore Similar CoffeesClick here for more reviews from RamsHead Coffee RoastersClick here for more information about coffees from Costa RicaVisit RamsHead Coffee Roasters ",45.6794293,-111.044047,9.737816,-84.00184,Single Origin
Colombia Java El Eden,https://www.coffeereview.com/review/colombia-java-el-eden/,94,Durango Coffee Company,"Durango, Colorado","Tolima Department, Colombia",Medium-Light,19.95,21-Nov,9,9,9,9,8,,"Bright, citrusy, floral-toned. Pink grapefruit zest, lemon thyme, baking chocolate, date, lilac in aroma and cup. Crisply sweet structure with balanced acidity; very smooth, satiny mouthfeel. Citrusy finish with undertones of baking chocolate.","Produced by the Bayter family of El Vergel Estate entirely of the Ethiopia-derived Java variety of Arabica, and processed by the carbonic maceration natural method, which involves fermenting whole coffee fruit inside a sealed container that has been flushed with CO2, then drying the coffee still in the whole fruit. Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A floral- and citrus-toned Colombia Java cup processed by carbonic maceration. A bargain for an unusually fine coffee produced from an unusual tree variety and processed by an unusual method.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from ColombiaVisit Durango Coffee Company ,37.2769484,-107.8766,8.646141,-74.198658,Single Origin
Ethiopia Kayon Mountain Washed,https://www.coffeereview.com/review/ethiopia-kayon-mountain-washed-2/,94,Roadmap CoffeeWorks,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,19.95,21-Sep,9,9,9,9,8,,"High-toned, elegant, balanced. Apricot, almond butter, bergamot, cedar, cocoa nib in aroma and cup. Delicately sweet structure with juicy-bright acidity; very syrupy, lively mouthfeel. Cocoa-toned finish supported by notes of apricot and almond.","Produced by the Hassen family at their estate farm in the Guji Zone from distinctive landrace varieties of Arabica long grown in the region and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A classic washed Ethiopia cup: complex, rich, energetic, bright (and certified organic).Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from EthiopiaVisit Roadmap CoffeeWorks ",37.7840208,-79.4428157,5.76454,38.912,Single Origin
Colombia Black Condor,https://www.coffeereview.com/review/colombia-black-condor/,91,Durango Coffee Company,"Durango, Colorado","Vereda, Huila Province, Colombia",Medium-Light,19.95,21-Jul,8,8,8,9,8,,"Sweet, richly nut-toned. Hazelnut, baking chocolate, pear, fresh-cut fir, brown sugar in aroma and cup. Sweet-toned structure with brisk acidity; crispy, satiny mouthfeel. The finish consolidates to hazelnut and baking chocolate with undertones of fresh-cut fir.","Produced by Nelson Martinez, the Bayter Brothers, and their mother, Marta Bayter, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.","A friendly, accessible Colombia cup: sweet and nutty with pleasing chocolate tones throughout.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from ColombiaVisit Durango Coffee Company ",37.2395367,-107.8215818,1.7390864,-75.896194,Single Origin
Ethiopia Kochere Boji,https://www.coffeereview.com/review/ethiopia-kochere-boji/,95,Lexington Coffee Roasters,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,19.95,20-Nov,9,9,9,9,9,,"Sweetly tart, fruit- and floral-toned. Apricot, jasmine, cocoa nib, nougat, hazelnut butter in aroma and cup. Sweet-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish carries over all the lovely aromatics from the cup.","Yirgacheffe coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. A wet-processed or “washed” version (fruit skin and pulp are removed before drying). Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, distinctive and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","A bright, balanced, deep-toned Ethiopia cup carried by lyrical stone fruit and rich floral notes.Explore Similar CoffeesClick here for more reviews from Lexington Coffee RoastersClick here for more information about coffees from EthiopiaVisit Lexington Coffee Roasters ",37.7840208,-79.4428157,6.1629,38.2281,Single Origin
Costa Rica Naranjo Cattleya,https://www.coffeereview.com/review/costa-rica-naranjo-cattleya/,93,Lexington Coffee Roasters,"Lexington, Virginia","Naranjo, Central Valley, Costa Rica",Medium-Light,19.95,20-Nov,9,8,9,9,8,,"Delicately fruit-toned. Raspberry, dark chocolate, narcissus, sandalwood, agave syrup in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. Quiet, berry-toned finish supported by rich chocolate notes.","Produced by Coopro Naranjo from the Catuaí and Caturra varieties of Arabica and processed by the natural method (dried in the whole fruit). The Cattleya project, a partnership between Coopro Naranjo and Royal Coffee New York, provides agronomists to help small family farms achieve peak flavor from their harvests. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, distinctive and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",A cleanly sweet natural-processed Costa Rica that pleases with a mélange of berry notes with rich undertones of chocolate and florals.Explore Similar CoffeesClick here for more reviews from Lexington Coffee RoastersClick here for more information about coffees from Costa RicaVisit Lexington Coffee Roasters ,37.7840208,-79.4428157,9.931792,-84.971842,Single Origin
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,https://www.coffeereview.com/review/ethiopia-guji-hambela/,94,Atom Coffee Roasters,"Douliou City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,19.79,21-Apr,9,9,9,9,8,," Deeply sweet, rich-toned, juicy. Dried apricot, dark chocolate, cashew, pink grapefruit zest, magnolia in aroma and cup. Sweet-tart structure with balanced acidity; full, syrupy mouthfeel. The fruit-forward finish is balanced by notes of cashew and dark chocolate.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.","An elegant natural-processed Ethiopia cup, fruit-toned with notes of sweet nuts and citrus zest.Explore Similar CoffeesClick here for more reviews from Atom Coffee RoastersClick here for more information about coffees from Ethiopia ",23.7050525,120.5372523,5.521122,39.165001,Single Origin
Reina de la Asuncion Ecuador,https://www.coffeereview.com/review/reina-de-la-asuncion-ecuador-2/,94,JBC Coffee Roasters,"Madison, Wisconsin","Congonama, Loja, Ecuador",Medium-Light,19.75,22-Oct,9,9,9,9,8,,"Very sweet, floral-toned. Lilac, white nectarine, hazelnut, pink grapefruit zest, sandalwood in aroma and cup. Sweet-toned structure with balanced, bright acidity; very full, chewy mouthfeel. Floral-toned finish with supporting notes of pink grapefruit zest and sandalwood.","Produced by Angel Benigno Capa Chama and Maria Carmen Cogitambo Lojan from trees of the Caturra and Typica varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A flavor-saturated, pungently bright washed Ecuador cup with elegant floral top notes on a base of citrus, stone fruit and perfumy aromatic wood.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EcuadorVisit JBC Coffee Roasters ",43.074761,-89.3837613,-3.988474,-79.204988,Single Origin
Reina de la Asuncion Ecuador,https://www.coffeereview.com/review/reina-de-la-asuncion-ecuador/,93,JBC Coffee Roasters,"Madison, Wisconsin","Congonama, Loja region, Ecuador",Medium-Light,19.75,21-Apr,9,9,8,9,8,,"Bright, crisply sweet. Honeydew melon, hazelnut, cocoa nib, narcissus, cedar in aroma and cup. Sweet-toned structure with lively, high-toned acidity; full, velvety mouthfeel. Nut- and cocoa-toned finish with hints of narcissus-like flowers. ",Produced by Angel Benigno Capa Chama and Maria Carmen Cogitambo Lojan of Reina de la Asuncion Farm from trees of the Caturra and Typica varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A balanced, vibrant Ecuador cup that leads with notes of sweet melon and spicy florals, supported by deep tones of ,cocoa and nut.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EcuadorVisit JBC Coffee Roasters ",43.074761,-89.3837613,-3.99313,-79.20422,Single Origin
Revel Blend Espresso,https://www.coffeereview.com/review/revel-blend-espresso/,93,Revel Coffee,"Billings, Montana",Brazil; Guatemala; Ethiopia,Medium-Light,19.75,24-May,9,,8,9,8,9,"Evaluated as espresso. Deeply sweet, richly savory. Dark chocolate, salted almond nougat, tangerine zest, cedar, sorghum syrup in aroma and small cup. Crisp, lightly satiny mouthfeel; chocolaty finish with cedar undertones. In cappuccino format,  tangerine zest notes are a good counterpoint to sweet dark chocolate.","An omni-blend (designed for espresso or brewed applications) comprised of coffees from Brazil, Guatemala and Ethiopia. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","A balanced, chocolaty, medium-roast espresso with a a rich, savory undercurrent and a throughline of dark chocolate — especially complex in cappuccino format.Explore Similar CoffeesClick here for more reviews from Revel CoffeeVisit Revel Coffee ",45.7874957,-108.49607,8.985615,38.784868,Blend
Brazil Admilson Jose Galerani Microlot,https://www.coffeereview.com/review/brazil-admilson-jose-galerani-microlot/,93,Index Coffee Roasters,"Fairfax, Virginia","Mogiana growing region, Sao Paulo State, Brazil",Light,19.75,23-Oct,9,9,8,9,8,,"Balanced, fruit-toned. Dried black cherry, almond nougat, sassafras, oak, lilac in aroma and cup. Bright, winey acidity; lightly satiny mouthfeel. Crisply sweet-tart finish with notes of black cherry and almond.","Produced by Admilson Jose Galerani on his 7-hectare farm, entirely of the Yellow Catuai variety of Arabica, and processed by the natural method (dried in the whole fruit). Index Coffee Roasters is a specialty roaster based in Fairfax, Virginia. Visit www.indexcoffee.com for more information.",Dried stonefruit and rich almond nougat characterize this natural-processed Brazil with wine-like acidity.Explore Similar CoffeesClick here for more reviews from Index Coffee RoastersClick here for more information about coffees from Brazil ,38.8462236,-77.3063733,-21,-47,Single Origin
Kenya Getuya AA,https://www.coffeereview.com/review/kenya-gatuya-aa/,93,Beanberry Coffee,"Woking, Surrey, England","Nyeri growing region, south-central Kenya",Medium-Light,19.73,23-Nov,9,9,8,9,8,,"Deep-toned; richly aromatic. Red currant, cocoa nib, maple syrup, lemongrass, fresh-cut oak in aroma and cup. Bright, juicy acidity; crisp, lightly satiny mouthfeel. Cocoa-toned finish supported by red currant and lemongrass notes.","Produced at the Getuya factory, from trees of the SL28, SL34, Batian and Ruiru 11  varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Beanberry Coffee has a roastery in Woking, Surrey, and two cafes, one in London and one in Kingston upon Thames. Visit www.beanberrycoffee.com for more information.","A pretty Kenya with classic notes of cocoa nib and red currant, complicated by a sweet lemongrass-like herbaceousness.Explore Similar CoffeesClick here for more reviews from Beanberry CoffeeClick here for more information about coffees from Kenya ",51.3201891,-0.5564726,-0.440083,36.964036,Single Origin
Peru Black Honey Los Santos Farm Gesha,https://www.coffeereview.com/review/peru-black-honey-los-santos-farm-gesha/,94,Kakalove Cafe,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,19.68,24-Jul,9,9,9,9,8,,"Sweetly spice-toned, rich and deep. Bergamot, black tea, white nectarine, cocoa nib, sticky rice in aroma and cup. Bright, balanced acidity; very full, syrupy mouthfeel. Cocoa-toned finish supported by sweet spice notes.","Produced at Finca Los Santos, entirely of the Gesha variety of Arabica, and processed by the black honey method, in which much of the sticky fruit flesh is left on the beans during the drying process. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An evocative, deep natural Peru cup that highlights notes of stone fruit and complex herb notes with a cocoa nib throughline. Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from PeruVisit Kakalove Cafe ",23.4818972,120.462318,-6.0965677,-78.4213209,Single Origin
Ethiopia Hambela Yellow Honey James Selection,https://www.coffeereview.com/review/ethiopia-hambela-yellow-honey-james-selection/,95,Kakalove Cafe,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,19.68,21-Aug,9,9,9,9,9,,"Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity; deep, syrupy-smooth mouthfeel. Sweet, long finish with notes of cocoa nib and pink grapefruit zest.","Processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",A rare yellow honey-processed Ethiopia cup with the clean vibrancy of a washed coffee and the nuanced depth associated with careful honey processing.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ,23.4818972,120.462318,5.521122,39.165001,Single Origin
